filename,x1,y1,x2,y2,score,label
IMG-0012-0290,431,367,441,378,0.381038,0
IMG-0012-0291,88,193,106,213,0.798854,0
IMG-0012-0291,430,367,442,380,0.15404199999999998,0
IMG-0012-0285,85,192,105,215,0.84527,0
IMG-0012-0278,89,197,101,210,0.7034159999999999,0
IMG-0012-0283,85,191,105,215,0.863968,0
IMG-0012-0280,87,194,103,212,0.949334,0
IMG-0012-0281,86,192,104,213,0.9638319999999999,0
IMG-0012-0282,86,192,104,214,0.931879,0
IMG-0012-0282,371,409,384,421,0.275098,0
IMG-0012-0293,89,193,105,212,0.876045,0
IMG-0012-0293,126,342,137,355,0.286188,0
IMG-0012-0293,459,269,472,282,0.118074,0
IMG-0012-0279,88,195,102,211,0.948044,0
IMG-0012-0287,85,193,105,215,0.9213819999999999,0
IMG-0012-0284,85,191,105,215,0.884251,0
IMG-0012-0284,437,377,447,387,0.45860199999999995,0
IMG-0012-0286,85,192,105,215,0.87337,0
IMG-0012-0288,85,192,105,215,0.9463349999999999,0
IMG-0012-0289,85,193,105,214,0.6959639999999999,0
IMG-0012-0289,431,365,441,375,0.692377,0
IMG-0012-0292,88,193,105,213,0.869216,0
IMG-0013-0184,105,357,121,369,0.7694289999999999,0
IMG-0013-0187,107,356,118,369,0.7014279999999999,0
IMG-0013-0186,104,357,118,369,0.697611,0
IMG-0013-0185,103,357,119,370,0.634934,0
IMG-0015-0062,370,200,403,232,0.9665999999999999,0
IMG-0014-0159,172,231,194,254,0.995166,0
IMG-0014-0155,174,233,195,253,0.9845809999999999,0
IMG-0015-0046,336,320,358,346,0.96485,0
IMG-0015-0061,372,199,401,233,0.995649,0
IMG-0015-0045,337,318,360,345,0.9626349999999999,0
IMG-0014-0162,173,231,193,252,0.990776,0
IMG-0015-0060,372,201,400,231,0.927954,0
IMG-0014-0154,174,234,194,252,0.942727,0
IMG-0016-0106,158,352,167,363,0.47097799999999995,0
IMG-0015-0059,372,199,400,231,0.9223939999999999,0
IMG-0014-0163,175,232,192,251,0.9762339999999999,0
IMG-0014-0160,173,232,194,253,0.99368,0
IMG-0015-0063,370,202,402,232,0.943608,0
IMG-0014-0157,173,231,196,253,0.9941,0
IMG-0014-0158,172,231,195,254,0.995594,0
IMG-0014-0156,173,232,196,254,0.989891,0
IMG-0014-0161,173,231,193,253,0.989875,0
IMG-0015-0064,371,207,401,232,0.7901239999999999,0
IMG-0014-0153,176,235,193,251,0.940749,0
IMG-0014-0165,174,231,193,252,0.929259,0
IMG-0014-0164,174,231,193,253,0.921499,0
IMG-0017-0183,178,320,197,340,0.9903989999999999,0
IMG-0017-0182,178,321,196,339,0.99034,0
IMG-0017-0180,180,321,195,335,0.432743,0
IMG-0017-0181,179,321,196,337,0.9904449999999999,0
IMG-0017-0185,178,321,199,339,0.99137,0
IMG-0017-0187,179,323,194,339,0.900619,0
IMG-0017-0184,178,320,197,340,0.9915849999999999,0
IMG-0017-0186,179,322,196,339,0.976688,0
IMG-0019-0102,148,221,169,245,0.969773,0
IMG-0020-0195,304,172,331,202,0.34843599999999997,0
IMG-0019-0100,149,222,170,245,0.940284,0
IMG-0019-0099,151,224,170,244,0.837824,0
IMG-0020-0193,306,173,328,205,0.9637479999999999,0
IMG-0020-0105,399,324,412,343,0.8502949999999999,0
IMG-0020-0194,305,173,328,202,0.988485,0
IMG-0020-0212,382,302,391,315,0.170016,0
IMG-0019-0098,153,225,173,246,0.979406,0
IMG-0019-0103,146,221,169,244,0.973294,0
IMG-0020-0200,295,171,338,198,0.9165359999999999,0
IMG-0020-0200,265,387,282,403,0.204281,0
IMG-0020-0196,302,172,332,202,0.27410599999999996,0
IMG-0020-0203,331,412,343,425,0.583109,0
IMG-0020-0203,266,385,283,403,0.108418,0
IMG-0020-0197,301,173,334,199,0.26334599999999997,0
IMG-0020-0199,294,171,337,197,0.149385,0
IMG-0020-0199,265,387,283,402,0.11472199999999999,0
IMG-0020-0101,403,326,418,343,0.231782,0
IMG-0020-0198,297,171,334,198,0.6763359999999999,0
IMG-0020-0201,265,386,282,403,0.868111,0
IMG-0020-0201,331,414,343,423,0.630223,0
IMG-0020-0201,295,172,338,198,0.323636,0
IMG-0019-0101,148,222,169,245,0.986397,0
IMG-0020-0204,331,412,343,425,0.799137,0
IMG-0020-0202,266,385,283,403,0.958626,0
IMG-0020-0202,332,414,342,423,0.6921849999999999,0
IMG-0022-0212,131,320,155,349,0.436376,0
IMG-0022-0047,142,375,152,385,0.391953,0
IMG-0022-0048,142,374,153,385,0.930898,0
IMG-0022-0211,130,319,156,352,0.96412,0
IMG-0022-0210,131,321,155,352,0.914268,0
IMG-0023-0083,394,270,419,304,0.701198,0
IMG-0024-0173,304,249,331,271,0.965097,0
IMG-0023-0082,394,272,418,310,0.388912,0
IMG-0024-0178,297,243,330,266,0.607792,0
IMG-0024-0175,302,245,335,270,0.7295459999999999,0
IMG-0024-0177,297,244,335,270,0.746487,0
IMG-0024-0174,304,248,333,269,0.8872399999999999,0
IMG-0023-0108,371,354,383,371,0.976281,0
IMG-0023-0107,372,355,383,370,0.9065479999999999,0
IMG-0024-0176,300,244,334,271,0.17912499999999998,0
IMG-0023-0081,399,275,415,306,0.187106,0
IMG-0024-0172,307,250,330,270,0.965788,0
IMG-0025-0094,56,287,66,300,0.894079,0
IMG-0025-0092,56,288,65,300,0.904704,0
IMG-0025-0093,56,287,66,300,0.859672,0
IMG-0025-0095,56,287,67,300,0.700148,0
IMG-0026-0099,431,296,454,322,0.7469549999999999,0
IMG-0026-0093,432,301,455,321,0.7948189999999999,0
IMG-0026-0133,469,248,483,266,0.18906099999999998,0
IMG-0026-0245,65,258,82,271,0.49925899999999995,0
IMG-0026-0094,432,299,455,322,0.922796,0
IMG-0026-0131,469,247,485,267,0.577732,0
IMG-0026-0132,469,247,484,267,0.18137399999999998,0
IMG-0026-0127,468,249,485,266,0.160322,0
IMG-0026-0095,431,298,455,323,0.862636,0
IMG-0026-0097,433,298,454,322,0.49526699999999996,0
IMG-0026-0092,433,303,455,319,0.510709,0
IMG-0026-0129,468,248,485,267,0.851097,0
IMG-0026-0098,432,297,454,322,0.48320599999999997,0
IMG-0026-0130,469,248,485,267,0.8738239999999999,0
IMG-0026-0244,65,257,83,272,0.33410799999999996,0
IMG-0026-0128,468,249,485,266,0.88632,0
IMG-0026-0096,431,297,455,323,0.804188,0
IMG-0027-0189,162,209,178,224,0.993645,0
IMG-0027-0190,162,208,178,223,0.9914569999999999,0
IMG-0028-0214,281,296,292,308,0.160018,0
IMG-0028-0215,281,294,292,308,0.166747,0
IMG-0027-0187,161,209,177,224,0.571857,0
IMG-0027-0188,162,209,177,225,0.987929,0
IMG-0027-0191,161,208,177,223,0.990617,0
IMG-0029-0071,152,324,165,337,0.351803,0
IMG-0029-0074,166,351,175,361,0.261942,0
IMG-0030-0058,333,360,341,370,0.112299,0
IMG-0030-0055,128,356,141,371,0.18467599999999998,0
IMG-0030-0052,124,358,138,372,0.765072,0
IMG-0030-0056,131,356,141,369,0.102835,0
IMG-0030-0053,125,357,139,373,0.6966,0
IMG-0030-0054,126,356,140,371,0.412779,0
IMG-0030-0051,125,358,138,371,0.816222,0
IMG-0032-0072,415,386,426,397,0.912912,0
IMG-0032-0053,99,383,110,393,0.941006,0
IMG-0032-0053,447,337,462,349,0.554188,0
IMG-0032-0054,99,382,110,392,0.8775729999999999,0
IMG-0033-0110,387,237,399,248,0.500468,0
IMG-0032-0049,455,339,463,346,0.6278859999999999,0
IMG-0033-0066,370,347,391,366,0.826303,0
IMG-0032-0052,98,384,110,393,0.933068,0
IMG-0032-0052,447,338,462,349,0.88501,0
IMG-0032-0050,452,338,462,347,0.6509079999999999,0
IMG-0032-0050,99,384,110,392,0.344093,0
IMG-0032-0051,98,384,110,393,0.9187289999999999,0
IMG-0032-0051,448,338,462,348,0.872948,0
IMG-0032-0071,415,386,426,396,0.913059,0
IMG-0035-0075,140,290,206,361,0.99608,0
IMG-0035-0076,139,290,208,362,0.991973,0
IMG-0034-0143,394,389,401,397,0.138627,0
IMG-0035-0078,142,293,208,361,0.9942599999999999,0
IMG-0034-0142,371,400,380,408,0.12424099999999999,0
IMG-0034-0142,383,375,392,383,0.106289,0
IMG-0034-0127,70,356,85,372,0.8712989999999999,0
IMG-0035-0077,142,293,208,360,0.993158,0
IMG-0035-0077,408,203,417,216,0.157182,0
IMG-0034-0144,104,342,113,352,0.717059,0
IMG-0034-0120,90,366,103,381,0.768253,0
IMG-0034-0120,116,171,129,185,0.177403,0
IMG-0034-0129,70,355,86,370,0.356641,0
IMG-0034-0128,73,357,83,370,0.941508,0
IMG-0034-0119,90,366,104,381,0.8795409999999999,0
IMG-0036-0043,179,367,192,380,0.49562799999999996,0
IMG-0036-0045,179,367,191,380,0.893108,0
IMG-0036-0044,179,367,192,380,0.647805,0
IMG-0040-0376,111,275,130,300,0.9138609999999999,0
IMG-0040-0380,113,277,131,300,0.9508629999999999,0
IMG-0040-0367,113,280,129,299,0.650583,0
IMG-0040-0385,116,278,131,297,0.70707,0
IMG-0040-0382,114,278,130,300,0.948611,0
IMG-0040-0378,112,277,131,300,0.95427,0
IMG-0040-0381,113,278,131,300,0.940426,0
IMG-0040-0384,115,279,131,299,0.7419439999999999,0
IMG-0040-0379,113,278,131,300,0.939278,0
IMG-0040-0371,112,272,130,300,0.968698,0
IMG-0040-0377,112,277,131,300,0.951909,0
IMG-0040-0373,111,273,130,300,0.96529,0
IMG-0040-0369,113,275,128,298,0.83705,0
IMG-0040-0370,112,273,129,300,0.897276,0
IMG-0040-0372,111,272,130,300,0.969185,0
IMG-0040-0383,114,279,130,299,0.885621,0
IMG-0040-0375,111,274,130,300,0.954822,0
IMG-0040-0374,111,274,130,300,0.9571879999999999,0
IMG-0040-0368,114,277,128,297,0.6296039999999999,0
IMG-0041-0220,121,169,137,186,0.8613799999999999,0
IMG-0042-0084,375,346,390,364,0.15024099999999999,0
IMG-0041-0218,119,166,138,188,0.8752719999999999,0
IMG-0041-0209,121,162,143,190,0.8709359999999999,0
IMG-0041-0221,121,170,136,184,0.8581829999999999,0
IMG-0041-0215,120,166,139,188,0.69063,0
IMG-0041-0219,120,168,137,187,0.889605,0
IMG-0041-0217,118,163,140,188,0.772326,0
IMG-0041-0210,120,165,142,190,0.9550649999999999,0
IMG-0041-0214,119,164,140,186,0.50022,0
IMG-0041-0216,119,163,138,187,0.6994429999999999,0
IMG-0041-0211,119,165,140,190,0.9525279999999999,0
IMG-0041-0212,119,165,141,190,0.9268029999999999,0
IMG-0041-0208,122,164,140,190,0.21198999999999998,0
IMG-0041-0213,120,167,140,187,0.8940199999999999,0
IMG-0044-0061,181,355,193,367,0.9793919999999999,0
IMG-0043-0213,133,349,145,362,0.867132,0
IMG-0043-0184,93,150,105,163,0.7887029999999999,0
IMG-0043-0184,311,258,334,287,0.257973,0
IMG-0044-0060,182,355,193,367,0.97715,0
IMG-0045-0198,120,344,146,367,0.9923719999999999,0
IMG-0045-0145,100,243,117,263,0.833796,0
IMG-0045-0143,90,228,106,247,0.577132,0
IMG-0045-0147,101,245,117,263,0.17097199999999999,0
IMG-0045-0192,120,346,142,371,0.975791,0
IMG-0045-0146,100,244,118,263,0.9251579999999999,0
IMG-0045-0140,90,228,104,244,0.8618899999999999,0
IMG-0045-0200,122,344,145,367,0.990267,0
IMG-0045-0144,96,237,116,262,0.50395,0
IMG-0045-0144,91,230,105,246,0.300215,0
IMG-0045-0144,102,246,115,260,0.152254,0
IMG-0045-0139,90,228,105,245,0.397256,0
IMG-0045-0142,90,228,106,246,0.9024939999999999,0
IMG-0045-0196,119,344,145,369,0.994027,0
IMG-0045-0138,91,228,105,244,0.10670199999999999,0
IMG-0045-0141,89,228,105,245,0.9033629999999999,0
IMG-0045-0193,119,345,143,371,0.984247,0
IMG-0045-0195,118,344,144,369,0.987679,0
IMG-0045-0197,120,345,145,369,0.994898,0
IMG-0045-0191,120,345,142,379,0.880382,0
IMG-0045-0194,118,345,144,370,0.986207,0
IMG-0045-0199,121,344,146,367,0.991092,0
IMG-0047-0069,431,337,443,353,0.6330859999999999,0
IMG-0047-0068,430,337,444,354,0.352364,0
IMG-0049-0449,411,360,427,378,0.9604239999999999,0
IMG-0050-0108,331,281,349,297,0.320998,0
IMG-0049-0446,411,363,425,379,0.958414,0
IMG-0049-0589,185,347,205,372,0.98774,0
IMG-0049-0573,185,339,201,358,0.776704,0
IMG-0049-0593,186,348,207,374,0.971401,0
IMG-0049-0575,185,340,201,358,0.895408,0
IMG-0049-0582,183,343,204,366,0.888852,0
IMG-0049-0583,183,344,205,365,0.8072189999999999,0
IMG-0049-0585,181,345,207,366,0.9637669999999999,0
IMG-0049-0584,182,345,207,365,0.9723849999999999,0
IMG-0049-0586,181,345,207,368,0.9583879999999999,0
IMG-0049-0588,185,346,206,371,0.9824029999999999,0
IMG-0049-0590,186,347,206,373,0.9921329999999999,0
IMG-0049-0660,312,328,323,337,0.918538,0
IMG-0049-0660,218,282,228,289,0.41923,0
IMG-0049-0660,334,314,344,321,0.342949,0
IMG-0049-0660,330,315,340,321,0.13061,0
IMG-0049-0578,183,340,203,362,0.41114599999999996,0
IMG-0049-0574,185,339,202,358,0.919605,0
IMG-0049-0592,186,348,207,372,0.9866579999999999,0
IMG-0049-0450,410,360,428,378,0.940446,0
IMG-0049-0452,410,360,428,379,0.8009459999999999,0
IMG-0049-0591,186,347,206,373,0.991093,0
IMG-0049-0665,312,328,323,337,0.9093829999999999,0
IMG-0049-0665,223,283,232,292,0.523691,0
IMG-0049-0445,412,364,425,378,0.956984,0
IMG-0049-0453,410,360,428,378,0.641343,0
IMG-0049-0448,410,360,428,379,0.954626,0
IMG-0049-0664,311,327,323,337,0.958799,0
IMG-0049-0664,221,283,232,291,0.527065,0
IMG-0050-0109,330,281,348,298,0.953611,0
IMG-0049-0455,412,357,429,377,0.214218,0
IMG-0049-0576,184,341,202,360,0.8996419999999999,0
IMG-0049-0580,185,344,202,363,0.8026709999999999,0
IMG-0049-0663,310,327,323,337,0.956071,0
IMG-0049-0454,412,360,428,378,0.719988,0
IMG-0049-0577,184,340,203,362,0.736466,0
IMG-0049-0594,187,348,208,375,0.9485509999999999,0
IMG-0049-0661,311,327,323,337,0.9204209999999999,0
IMG-0049-0442,87,256,100,265,0.13200499999999998,0
IMG-0049-0581,184,344,203,364,0.852551,0
IMG-0049-0587,183,346,207,370,0.969642,0
IMG-0049-0444,412,365,424,378,0.825573,0
IMG-0049-0662,311,326,323,338,0.946858,0
IMG-0049-0662,217,283,228,289,0.132661,0
IMG-0049-0447,410,362,426,379,0.944577,0
IMG-0049-0451,410,359,428,379,0.878559,0
IMG-0049-0579,185,343,202,363,0.603935,0
IMG-0051-0065,330,369,368,407,0.9969589999999999,0
IMG-0051-0070,323,362,367,409,0.983498,0
IMG-0051-0071,322,366,360,407,0.964312,0
IMG-0051-0071,394,344,410,367,0.8425349999999999,0
IMG-0051-0062,332,371,366,404,0.985112,0
IMG-0051-0069,325,363,367,408,0.9845529999999999,0
IMG-0051-0064,330,368,368,407,0.9942,0
IMG-0051-0073,97,213,114,232,0.946753,0
IMG-0051-0073,323,364,358,401,0.912117,0
IMG-0051-0063,331,369,367,405,0.992837,0
IMG-0051-0068,327,364,366,407,0.991431,0
IMG-0051-0072,325,363,358,402,0.902899,0
IMG-0051-0066,330,368,367,407,0.9977149999999999,0
IMG-0051-0067,330,365,366,407,0.997659,0
IMG-0052-0342,399,313,427,350,0.615188,0
IMG-0052-0337,402,320,423,354,0.783628,0
IMG-0052-0339,403,321,424,351,0.820583,0
IMG-0052-0341,400,318,425,350,0.5466909999999999,0
IMG-0052-0340,402,320,424,350,0.626487,0
IMG-0052-0345,201,249,225,267,0.13947199999999998,0
IMG-0052-0336,402,319,423,355,0.742494,0
IMG-0052-0338,402,320,424,353,0.753837,0
IMG-0052-0335,401,322,421,358,0.346462,0
IMG-0052-0343,397,310,429,350,0.55702,0
IMG-0052-0344,200,248,226,268,0.169315,0
IMG-0053-0205,449,257,461,271,0.953947,0
IMG-0053-0380,139,350,162,376,0.14668699999999998,0
IMG-0053-0385,138,350,168,375,0.9214519999999999,0
IMG-0053-0201,448,256,462,272,0.992539,0
IMG-0053-0429,356,230,379,254,0.8944709999999999,0
IMG-0053-0427,356,231,378,254,0.9281079999999999,0
IMG-0053-0420,343,223,378,252,0.9773609999999999,0
IMG-0053-0376,141,354,161,372,0.113969,0
IMG-0053-0204,447,256,461,272,0.962637,0
IMG-0053-0425,353,230,380,254,0.937599,0
IMG-0053-0416,342,218,376,250,0.978775,0
IMG-0053-0384,139,350,167,376,0.906362,0
IMG-0053-0424,350,228,379,254,0.9596119999999999,0
IMG-0053-0203,447,256,462,272,0.983327,0
IMG-0053-0419,343,220,377,252,0.971123,0
IMG-0053-0383,140,350,165,374,0.955684,0
IMG-0053-0422,344,227,377,253,0.9802109999999999,0
IMG-0053-0389,138,348,166,375,0.409053,0
IMG-0053-0418,343,217,378,253,0.980278,0
IMG-0053-0410,346,233,362,250,0.725603,0
IMG-0053-0430,356,230,378,254,0.8687199999999999,0
IMG-0053-0390,138,348,166,375,0.35224099999999997,0
IMG-0053-0386,138,351,167,375,0.9389949999999999,0
IMG-0053-0426,354,231,380,254,0.946836,0
IMG-0053-0417,343,218,377,252,0.981362,0
IMG-0053-0387,138,352,166,373,0.978246,0
IMG-0053-0199,448,256,463,271,0.980018,0
IMG-0053-0414,340,216,371,250,0.10351099999999999,0
IMG-0053-0415,342,218,371,250,0.742505,0
IMG-0053-0382,140,350,164,373,0.49133099999999996,0
IMG-0053-0412,340,223,361,248,0.533995,0
IMG-0053-0202,448,256,462,271,0.98957,0
IMG-0053-0428,356,231,378,254,0.9117139999999999,0
IMG-0053-0413,338,215,362,245,0.366788,0
IMG-0053-0421,343,226,376,252,0.9642799999999999,0
IMG-0053-0200,448,255,463,271,0.99181,0
IMG-0053-0388,137,351,166,373,0.914978,0
IMG-0053-0411,338,225,362,248,0.6322599999999999,0
IMG-0053-0411,345,232,363,249,0.20690399999999998,0
IMG-0053-0198,450,256,463,269,0.9730089999999999,0
IMG-0053-0423,346,226,377,253,0.972804,0
IMG-0053-0197,449,256,462,269,0.465817,0
IMG-0053-0431,356,231,378,256,0.9098449999999999,0
IMG-0054-0148,110,335,120,345,0.9712919999999999,0
IMG-0054-0148,355,157,365,169,0.16922299999999998,0
IMG-0055-0078,106,278,116,290,0.9589869999999999,0
IMG-0056-0080,141,299,155,315,0.9932829999999999,0
IMG-0056-0081,141,300,155,315,0.9951669999999999,0
IMG-0054-0151,108,334,120,350,0.950521,0
IMG-0055-0079,106,278,117,290,0.918657,0
IMG-0054-0150,108,334,120,349,0.966769,0
IMG-0054-0149,108,334,121,348,0.94785,0
IMG-0057-0220,75,165,89,180,0.985653,0
IMG-0057-0218,76,166,89,181,0.8553999999999999,0
IMG-0057-0222,76,164,90,180,0.981548,0
IMG-0057-0219,76,166,88,180,0.97173,0
IMG-0057-0221,76,164,89,180,0.984776,0
IMG-0057-0223,77,164,90,180,0.964043,0
IMG-0058-0333,120,276,140,296,0.506475,0
IMG-0058-0324,125,283,140,299,0.106046,0
IMG-0060-0107,329,313,356,343,0.995834,0
IMG-0059-0096,151,275,166,290,0.103833,0
IMG-0059-0266,314,333,336,357,0.170825,0
IMG-0059-0267,314,335,334,355,0.17390699999999998,0
IMG-0059-0270,395,329,409,344,0.600723,0
IMG-0060-0105,329,317,353,341,0.990648,0
IMG-0060-0109,330,312,357,342,0.9960549999999999,0
IMG-0060-0108,329,312,357,344,0.997313,0
IMG-0060-0110,331,314,356,342,0.9945849999999999,0
IMG-0059-0271,395,330,408,344,0.250295,0
IMG-0060-0106,328,314,355,343,0.9950159999999999,0
IMG-0062-0186,168,175,180,189,0.778687,0
IMG-0062-0167,150,178,161,189,0.9132819999999999,0
IMG-0062-0167,89,292,109,312,0.219552,0
IMG-0062-0168,153,179,161,188,0.535812,0
IMG-0062-0168,88,292,109,313,0.15642899999999998,0
IMG-0061-0045,167,363,190,387,0.996127,0
IMG-0061-0044,164,362,190,387,0.992618,0
IMG-0062-0165,150,176,161,189,0.45447899999999997,0
IMG-0062-0180,168,172,180,184,0.265542,0
IMG-0062-0185,166,173,180,188,0.8716769999999999,0
IMG-0062-0166,150,178,161,189,0.8521489999999999,0
IMG-0062-0183,166,172,180,187,0.82512,0
IMG-0061-0047,168,363,189,388,0.995447,0
IMG-0062-0182,167,172,179,186,0.8530089999999999,0
IMG-0061-0043,168,363,190,384,0.990628,0
IMG-0062-0184,166,172,180,188,0.91508,0
IMG-0062-0181,167,172,180,185,0.8355279999999999,0
IMG-0061-0048,168,363,188,387,0.9945219999999999,0
IMG-0062-0169,89,290,109,314,0.149234,0
IMG-0061-0046,168,364,189,387,0.989474,0
IMG-0064-0165,312,280,322,291,0.243439,0
IMG-0064-0142,210,343,219,353,0.48397599999999996,0
IMG-0063-0111,193,214,207,228,0.17524399999999998,0
IMG-0064-0164,312,280,322,290,0.1381,0
IMG-0064-0144,208,342,220,353,0.980725,0
IMG-0064-0119,140,343,155,357,0.10873,0
IMG-0064-0143,208,342,220,354,0.982312,0
IMG-0064-0143,184,203,195,216,0.704932,0
IMG-0066-0112,373,304,408,341,0.990776,0
IMG-0066-0113,372,306,407,338,0.991811,0
IMG-0066-0109,378,299,404,349,0.976178,0
IMG-0066-0108,378,299,403,337,0.865122,0
IMG-0066-0110,372,301,405,348,0.980344,0
IMG-0067-0056,200,362,214,378,0.101114,0
IMG-0066-0111,374,303,406,343,0.994014,0
IMG-0068-0102,110,251,128,266,0.988636,0
IMG-0068-0105,108,251,126,266,0.985012,0
IMG-0068-0101,111,251,127,266,0.966487,0
IMG-0068-0107,107,250,127,265,0.692183,0
IMG-0068-0103,109,250,127,267,0.9940439999999999,0
IMG-0068-0104,109,251,126,266,0.968563,0
IMG-0068-0106,107,251,126,265,0.9434699999999999,0
IMG-0069-0182,132,281,151,299,0.715401,0
IMG-0070-0162,143,300,164,316,0.247722,0
IMG-0069-0187,131,278,156,305,0.955946,0
IMG-0069-0186,130,279,155,304,0.928296,0
IMG-0069-0189,130,277,155,304,0.940016,0
IMG-0069-0188,131,277,155,305,0.939298,0
IMG-0069-0181,132,282,150,299,0.759876,0
IMG-0069-0180,132,282,149,298,0.760022,0
IMG-0069-0190,131,277,155,304,0.9107059999999999,0
IMG-0069-0183,131,280,153,302,0.850255,0
IMG-0069-0185,130,280,155,304,0.9377099999999999,0
IMG-0069-0191,129,276,155,304,0.91309,0
IMG-0069-0184,130,280,154,304,0.9239799999999999,0
IMG-0071-0200,419,243,431,253,0.65076,0
IMG-0071-0230,395,261,408,272,0.422025,0
IMG-0071-0229,394,259,409,272,0.886296,0
IMG-0071-0231,395,262,407,273,0.459858,0
IMG-0071-0232,394,262,407,274,0.62268,0
IMG-0071-0134,101,204,120,221,0.121347,0
IMG-0071-0228,395,258,408,270,0.872066,0
IMG-0071-0137,103,204,123,222,0.554134,0
IMG-0071-0227,395,258,409,270,0.75317,0
IMG-0071-0128,316,313,330,331,0.348088,0
IMG-0071-0233,394,263,407,274,0.678631,0
IMG-0071-0136,103,204,123,222,0.364784,0
IMG-0071-0139,103,204,123,223,0.108208,0
IMG-0071-0198,420,243,433,252,0.48596399999999995,0
IMG-0071-0138,103,204,124,222,0.28179499999999996,0
IMG-0071-0201,419,243,431,253,0.351142,0
IMG-0071-0199,420,243,432,252,0.48039299999999996,0
IMG-0071-0226,395,259,408,270,0.135656,0
IMG-0071-0135,103,204,123,222,0.270377,0
IMG-0072-0142,83,303,99,324,0.116938,0
IMG-0074-0084,152,331,180,351,0.31732,0
IMG-0075-0172,156,295,178,319,0.9115019999999999,0
IMG-0077-0075,397,302,408,321,0.413589,0
IMG-0075-0169,153,294,186,325,0.987433,0
IMG-0075-0077,168,377,177,388,0.211299,0
IMG-0075-0171,155,295,181,322,0.982999,0
IMG-0075-0170,155,295,182,323,0.986043,0
IMG-0079-0147,55,210,62,222,0.8017099999999999,0
IMG-0079-0147,408,216,422,228,0.201395,0
IMG-0079-0148,55,210,63,222,0.8567779999999999,0
IMG-0079-0148,409,218,420,229,0.34035299999999996,0
IMG-0078-0094,376,368,394,388,0.567268,0
IMG-0080-0302,99,344,113,359,0.8523879999999999,0
IMG-0080-0301,99,344,113,358,0.844213,0
IMG-0080-0307,96,344,110,358,0.506339,0
IMG-0080-0305,97,345,111,361,0.5748519999999999,0
IMG-0080-0303,98,343,113,359,0.850893,0
IMG-0080-0306,96,346,111,359,0.78254,0
IMG-0080-0304,98,343,112,359,0.858536,0
IMG-0080-0300,99,344,113,357,0.700544,0
IMG-0083-0111,180,345,200,366,0.9976029999999999,0
IMG-0082-0241,280,279,318,303,0.995508,0
IMG-0084-0091,296,344,336,387,0.9981049999999999,0
IMG-0083-0110,180,345,199,365,0.996802,0
IMG-0084-0093,299,349,335,382,0.9970629999999999,0
IMG-0083-0093,99,243,120,264,0.976397,0
IMG-0083-0093,129,194,140,206,0.802937,0
